cat,word/character,pronunciation,definition,code,alt
167,東,dōng,"master, owner, <family name> (=东方 dōngfāng) east",t,
167,东北,dōng, dōngběi northeast,s,
167,东北,dōng,东北 dōngběi northeast,t,
167,"东西 dōngxi thing, creature{Compare with 车",dōng, chē vehicle},s,
167,"东西 dōngxi thing, creature{Compare with 车",dōng,"东西 dōngxi thing, creature{Compare with 车 chē vehicle}",t,
168,政,zhèng,"(=政治 zhèngzhì) politics, political affairs, (=政府 zhèngfǔ) government",s,
168,政,zhèng,"(=政治 zhèngzhì) politics, political affairs, (=政府 zhèngfǔ) government",t,
169,海,hǎi,"sea, big lake, <family name>, (=海洋 hǎiyáng, =大海 dàhǎi) sea, ocean",s,
169,海,hǎi,"sea, big lake, <family name>, (=海洋 hǎiyáng, =大海 dàhǎi) sea, ocean",t,
170,口,kǒu,"mouth, opening, entrance, hole, cut, <classifier for mouthfuls, people, wells, etc.>",s,
170,口,kǒu,"mouth, opening, entrance, hole, cut, <classifier for mouthfuls, people, wells, etc.>",t,
170,门口,kǒu, ménkǒu doorway,s,
170,门口,kǒu,门口 ménkǒu doorway,t,
170,人口,kǒu, rénkǒupopulation,s,
170,人口,kǒu,人口 rénkǒupopulation,t,
171,使,shǐ,"make, cause to (do), send (as envoy), (=使用 shǐyòng) use, apply{Compare with 吏 lì and 便 biàn official}",s,
171,使,shǐ,"make, cause to (do), send (as envoy), (=使用 shǐyòng) use, apply{Compare with 吏 lì and 便 biàn official}",t,
172,教,jiāo,teach,s,
172,教,jiāo,teach,t,
172,王老师教数学,jiāo,. Wáng lǎoshī jiāo shùxué. Teacher Wang teaches math.,s,
172,王老师教数学,jiāo,王老师教数学. Wáng lǎoshī jiāo shùxué. Teacher Wang teaches math.,t,
172,教,jiào,"cause, ask to, teach",s,
172,教,jiào,"cause, ask to, teach",t,
172,教师,jiào," jiàoshī teacher, instructor",s,
172,教师,jiào,"教师 jiàoshī teacher, instructor",t,
172,教育,jiào, jiàoyù education,s,
172,教育,jiào,教育 jiàoyù education,t,
173,西,xī,"west, western",s,
173,西,xī,"west, western",t,
173,东西,xī, dōngxi thing,s,
173,东西,xī,东西 dōngxi thing,t,
173,西北,xī, xīběi northwest,s,
173,西北,xī,西北 xīběi northwest,t,
174,再,zài,"again, once more",s,
174,再,zài,"again, once more",t,
174,再见,zài, zàijiàn goodbye,s,
174,再见,zài,再见 zàijiàn goodbye,t,
175,平,píng,"flat, level, even",s,
175,平,píng,"flat, level, even",t,
175,水平,píng, shuǐpíng level,s,
175,水平,píng,水平 shuǐpíng level,t,
175,和平,píng, hépíng peace,s,
175,和平,píng,和平 hépíng peace,t,
175,"平常 píngcháng ordinary, common, usually{Compare with 半",píng, bàn half},s,
175,"平常 píngcháng ordinary, common, usually{Compare with 半",píng,"平常 píngcháng ordinary, common, usually{Compare with 半 bàn half}",t,
176,真,zhēn,"true, genuine, really{There are two ways of writing this character!}",s,
176,真,zhēn,"true, genuine, really{There are two ways of writing this character!}",t,
177,听,tīng,listen,s,
177,聽,tīng,listen,t,
177,听见,tīng, tīngjiàn hear,s,
177,听见,tīng,听见 tīngjiàn hear,t,
177,听不懂,tīng, tīngbudǒng don't understand (by listening),s,
177,听不懂,tīng,听不懂 tīngbudǒng don't understand (by listening),t,
178,世,shì,"generation, <family name>, (=世界 shìjiè) world",s,
178,世,shì,"generation, <family name>, (=世界 shìjiè) world",t,
178,世纪,shì, shìjì century,s,
178,世纪,shì,世纪 shìjì century,t,
179,气,qì,"air, gas, vapor, spirit, vital energy",s,
179,氣,qì,"air, gas, vapor, spirit, vital energy",t,
179,天气,qì, tiānqi weather,s,
179,天气,qì,天气 tiānqi weather,t,
180,信,xìn,"letter, message, information, (=相信 xiāngxìn) belive in",s,
180,信,xìn,"letter, message, information, (=相信 xiāngxìn) belive in",t,
180,信封,xìn, xìnfēng envelope,s,
180,信封,xìn,信封 xìnfēng envelope,t,
181,北,běi,north,s,
181,北,běi,north,t,
181,东北,běi, dōngběi northeast,s,
181,东北,běi,东北 dōngběi northeast,t,
181,北京,běi, Běijīng,s,
181,北京,běi,北京 Běijīng,t,
182,少,shǎo,"few, little, less, lack",s,
182,少,shǎo,"few, little, less, lack",t,
182,少,shào,young,s,
182,少,shào,young,t,
182,少年,shào, shàonián juvenile,s,
182,少年,shào,少年 shàonián juvenile,t,
183,关,guān,"shut, close, turn off, close down, concern, key part",s,
183,關,guān,"shut, close, turn off, close down, concern, key part",t,
183,关系,guān, guānxi connection,s,
183,关系,guān,关系 guānxi connection,t,
183,关于,guān, guānyú concerning,s,
183,关于,guān,关于 guānyú concerning,t,
184,併,bìng,combine,t,
184,❹,bìng,and,t,
184,并,bìng,"(F 併) combine, merge, (F ❹) and, equally, truly",s,
184,并,bìng,"(F 併) combine, merge, equally, truly",t,
184,并州 Bìng Zhōu (Taiyuan in Shanxi){Compare with 开,bīng, kāi open},s,
184,并州 Bìng Zhōu (Taiyuan in Shanxi){Compare with 开,bīng,并州 Bìng Zhōu (Taiyuan in Shanxi){Compare with 开 kāi open},t,
185,内,nèi,inside,s,
185,內,nèi,inside,t,
185,内容 nèiróng content{Compare with 肉 ròu meat and 丙,nèi, bǐng third},s,
185,内容 nèiróng content{Compare with 肉 ròu meat and 丙,nèi,内容 nèiróng content{Compare with 肉 ròu meat and 丙 bǐng third},t,
186,加,jiā,"add, plus, append, (=增加 zēngjiā) increase",s,
186,加,jiā,"add, plus, append, (=增加 zēngjiā) increase",t,
186,参加,jiā, cānjiā join,s,
186,参加,jiā,参加 cānjiā join,t,
187,化,huà,"convert, melt, dissolve, digest, incinerate, (=变化 biànhuà) change, transform",s,
187,化,huà,"convert, melt, dissolve, digest, incinerate, (=变化 biànhuà) change, transform",t,
187,化,huā,(=花 huā) spend,s,
187,化,huā,(=花 huā) spend,t,
188,由,yóu,"from, let, (=由于 yóuyú) due to, (=理由 lǐyóu) cause, reason",s,
188,由,yóu,"from, let, (=由于 yóuyú) due to, (=理由 lǐyóu) cause, reason",t,
188,自由 zìyóu freedom{Compare with 甲 jiǎ helmet and 申,yóu, shēn explain},s,
188,自由 zìyóu freedom{Compare with 甲 jiǎ helmet and 申,yóu,自由 zìyóu freedom{Compare with 甲 jiǎ helmet and 申 shēn explain},t,
189,却,què,"however, but, yet",s,
189,卻,què,"however, but, yet",t,
190,代,dài,"(=代表 dàibiǎo) represent, (=时代 shídài) generation, period, epoch, <classifier for periods>",s,
190,代,dài,"(=代表 dàibiǎo) represent, (=时代 shídài) generation, period, epoch, <classifier for periods>",t,
190,现代,dài, xiàndài modern (times),s,
190,现代,dài,现代 xiàndài modern (times),t,
190,上代,dài, shàngdài previous generation,s,
190,上代,dài,上代 shàngdài previous generation,t,
191,军,jūn,"army, military, troops",s,
191,軍,jūn,"army, military, troops",t,
192,产,chǎn,"give birth to, (=产生 chǎnshēng) produce, (=产品 chǎnpǐn) product",s,
192,產,chǎn,"give birth to, (=产生 chǎnshēng) produce, (=产品 chǎnpǐn) product",t,
193,入,rù,"(=进入 jìnrù) enter, get into",s,
193,入,rù,"(=进入 jìnrù) enter, get into",t,
193,收入 shōurù income{Compare with 人,rù, rén person},s,
193,收入 shōurù income{Compare with 人,rù,收入 shōurù income{Compare with 人 rén person},t,
194,先,xiān,"first, before, earlier",s,
194,先,xiān,"first, before, earlier",t,
194,先生,xiān," xiānsheng mister, gentleman, Sir",s,
194,先生,xiān,"先生 xiānsheng mister, gentleman, Sir",t,
194,祖先 zǔxiān = 先辈 xiānbèi ancestor{Compare with 失,xiān, shī lose},s,
194,祖先 zǔxiān = 先辈 xiānbèi ancestor{Compare with 失,xiān,祖先 zǔxiān = 先辈 xiānbèi ancestor{Compare with 失 shī lose},t,
195,山,shān,"hill, mountain, <family name>",s,
195,山,shān,"hill, mountain, <family name>",t,
195,火山,shān, huǒshān volcano,s,
195,火山,shān,火山 huǒshān volcano,t,
195,山脉,shān, shānmài mountain range,s,
195,山脉,shān,山脉 shānmài mountain range,t,
196,五,wǔ,five,s,伍
196,五,wǔ,five,t,伍
196,五月,wǔ, wǔyuè May,s,伍
196,五月,wǔ,五月 wǔyuè May,t,伍
197,太,tài,"great, very, too",s,
197,太,tài,"great, very, too",t,
197,太太,tài, tàitai Madame,s,
197,太太,tài,太太 tàitai Madame,t,
197,"太阳 tàiyáng sun, sunshine{Compare with 大",tài, dà big},s,
197,"太阳 tàiyáng sun, sunshine{Compare with 大",tài,"太阳 tàiyáng sun, sunshine{Compare with 大 dà big}",t,
198,水,shuǐ,"water, liquid, <family name>",s,
198,水,shuǐ,"water, liquid, <family name>",t,
198,水平,shuǐ, shuǐpíng level,s,
198,水平,shuǐ,水平 shuǐpíng level,t,
198,水果,shuǐ, shuǐguǒ fruit,s,
198,水果,shuǐ,水果 shuǐguǒ fruit,t,
198,药水 yàoshuǐ liquid medecine{Compare with 永,shuǐ, yǒng forever},s,
198,药水 yàoshuǐ liquid medecine{Compare with 永,shuǐ,药水 yàoshuǐ liquid medecine{Compare with 永 yǒng forever},t,
199,万,wàn,"ten thousand, myriad, <family name>",s,
199,萬,wàn,"ten thousand, myriad, <family name>",t,
199,万岁,wàn, wànsuì long live,s,
199,万岁,wàn,万岁 wànsuì long live,t,
199,万俟 Mòqí <family name>{Compare with 方,Mò, fāng square},s,
199,万俟 Mòqí <family name>{Compare with 方,Mò,万俟 Mòqí <family name>{Compare with 方 fāng square},t,
200,市,shì,"(=市场 shìchǎng) market, (=城市 chéngshì) city, town",s,
200,市,shì,"(=市场 shìchǎng) market, (=城市 chéngshì) city, town",t,
201,眼,yǎn,(=眼睛 yǎnjing) eye,s,
201,眼,yǎn,(=眼睛 yǎnjing) eye,t,
201,眼镜,yǎn, yǎnjìng glasses,s,
201,眼镜,yǎn,眼镜 yǎnjìng glasses,t,
202,体,tǐ,"substance, (=身体 shēntǐ) body",s,
202,體,tǐ,"substance, (=身体 shēntǐ) body",t,
202,具体,tǐ," jùtǐ concrete, specific",s,
202,具体,tǐ,"具体 jùtǐ concrete, specific",t,
202,体字,tǐ," tǐzì style of written Chinese, typface, font",s,
202,体字,tǐ,"体字 tǐzì style of written Chinese, typface, font",t,
202,体己,tī," tīji (or tǐjǐ) intimate, confidential",s,
202,体己,tī,"体己 tīji (or tǐjǐ) intimate, confidential",t,
203,别,bié,"separate, other, don't, leave, differentiate, <family name>",s,
203,"別,彆",bié,"separate, other, don't, leave, differentiate, <family name>",t,
203,别扭,biè, bièniu awkward,s,
203,别扭,biè,别扭 bièniu awkward,t,
204,处,chù,"place, part, point, department, office",s,
204,處,chù,"place, part, point, department, office",t,
204,处,chǔ,"deal with, get along with somebody{Compare with 外 wài outside}",s,
204,處,chǔ,"deal with, get along with somebody{Compare with 外 wài outside}",t,
205,总,zǒng,"general, overall, always, (=总数 zǒngshù) sum, total",s,
205,總,zǒng,"general, overall, always, (=总数 zǒngshù) sum, total",t,
205,总统,zǒng, zǒngtǒng president (of a republic),s,
205,总统,zǒng,总统 zǒngtǒng president (of a republic),t,
206,才,cái,"talent, only then",s,
206,纔,cái,"talent, only then",t,
206,刚才,cái, gāngcái just now,s,
206,刚才,cái,刚才 gāngcái just now,t,
207,场,chǎng,"field, place where people gather, stage, level open ground, country fair, market, <classifier for games, performancesetc.>",s,
207,場,chǎng,"field, place where people gather, stage, level open ground, country fair, market, <classifier for games, performancesetc.>",t,
207,场,cháng,<classifier for happenings>,s,
207,場,cháng,<classifier for happenings>,t,
208,师,shī,(=老师 lǎoshī) teacher,s,
208,師,shī,(=老师 lǎoshī) teacher,t,
208,师傅,shī, shīfu master,s,
208,师傅,shī,师傅 shīfu master,t,
209,书,shū,"book, style of calligraphy",s,
209,書,shū,"book, style of calligraphy",t,
209,书记,shū, shūji clerk,s,
209,书记,shū,书记 shūji clerk,t,
209,图书馆,shū, túshūguǎn library,s,
209,图书馆,shū,图书馆 túshūguǎn library,t,
210,比,bǐ,"compare, contrast",s,
210,比,bǐ,"compare, contrast",t,
210,比较,bǐ, bǐjiào relatively,s,
210,比较,bǐ,比较 bǐjiào relatively,t,
210,比如,bǐ, bǐrú efor example,s,
210,比如,bǐ,比如 bǐrú efor example,t,
211,住,zhù,live (in a place),s,
211,住,zhù,live (in a place),t,
212,员,yuán,"member. ~ist, ~er",s,
212,員,yuán,"member. ~ist, ~er",t,
212,委员会,yuán, wěiyuánhuì committee,s,
212,委员会,yuán,委员会 wěiyuánhuì committee,t,
212,人员,yuán, rényuán personnel,s,
212,人员,yuán,人员 rényuán personnel,t,
213,九,jiǔ,nine,s,玖
213,九,jiǔ,nine,t,玖
213,九月,jiǔ, jiǔyuè September,s,玖
213,九月,jiǔ,九月 jiǔyuè September,t,玖
214,笑,xiào,laugh,s,
214,笑,xiào,laugh,t,
215,性,xìng,"sex, gender, nature, disposission, ~ness",s,
215,性,xìng,"sex, gender, nature, disposission, ~ness",t,
215,可能性,xìng, kěnéngxìng possibility,s,
215,可能性,xìng,可能性 kěnéngxìng possibility,t,
216,通,tōng,"communicate, notify, connect, join, know very well, authority, expert, (=通过 tōngguò) go through, <classifier fortelegrams>, <family name>",s,
216,通,tōng,"communicate, notify, connect, join, know very well, authority, expert, (=通过 tōngguò) go through, <classifier fortelegrams>, <family name>",t,
216,交通,tōng, jiāotōng traffic,s,
216,交通,tōng,交通 jiāotōng traffic,t,
216,普通话,tōng, Pǔtōnghù Common Speach = Mandarin,s,
216,普通话,tōng,普通话 Pǔtōnghù Common Speach = Mandarin,t,
216,通,tòng,<classifier for actions>,s,
216,通,tòng,<classifier for actions>,t,
217,目,mù,eye,s,
217,目,mù,eye,t,
217,目前,mù," mùqián in front of ones eyes, at present",s,
217,目前,mù,"目前 mùqián in front of ones eyes, at present",t,
217,目的,mù," mùdì goal, purpose, aim",s,
217,目的,mù,"目的 mùdì goal, purpose, aim",t,
217,"目录 mùlù catalogue, list, list of contents{Compare with 自 zì self and 日",mù, rì sun},s,
217,"目录 mùlù catalogue, list, list of contents{Compare with 自 zì self and 日",mù,"目录 mùlù catalogue, list, list of contents{Compare with 自 zì self and 日 rì sun}",t,
218,华,huá,"glory, splendor, magnificent, (=中华 Zhōnghuá) China",s,
218,華,huá,"glory, splendor, magnificent, (=中华 Zhōnghuá) China",t,
218,华,Huà,<family name>,s,
218,華,Huà,<family name>,t,
218,华山,Huà, Huà Shān (mountain in Shaanxi),s,
218,华山,Huà,华山 Huà Shān (mountain in Shaanxi),t,
219,报,bào,"(=报告 bàogào) report, (=报纸 bàozhǐ) newspaper, (=电报 diànbào) telegram",s,
219,報,bào,"(=报告 bàogào) report, (=报纸 bàozhǐ) newspaper, (=电报 diànbào) telegram",t,
220,立,lì,"stand, erect, vertical",s,
220,立,lì,"stand, erect, vertical",t,
220,建立,lì, jiànlì establish,s,
220,建立,lì,建立 jiànlì establish,t,
220,立刻,lì, lìkè right away,s,
220,立刻,lì,立刻 lìkè right away,t,
220,立方体,lì, lìfāngtǐ cube,s,
220,立方体,lì,立方体 lìfāngtǐ cube,t,
221,马,mǎ,horse,s,
221,馬,mǎ,horse,t,
221,"马上 mǎshàng right away 马马虎虎 mǎmahūhū careless, casual{Compare with 乌",mǎ, wū crow},s,
221,"马上 mǎshàng right away 马马虎虎 mǎmahūhū careless, casual{Compare with 乌",mǎ,"马上 mǎshàng right away 马马虎虎 mǎmahūhū careless, casual{Compare with 乌 wū crow}",t,
222,命,mìng,"(=生命 shēngmìng) life, fate, destiny",s,
222,命,mìng,"(=生命 shēngmìng) life, fate, destiny",t,
222,命令,mìng, mìnglìng command,s,
222,命令,mìng,命令 mìnglìng command,t,
222,革命,mìng, gémìng revolution,s,
222,革命,mìng,革命 gémìng revolution,t,
223,张,zhāng,"spread, sheet of paper, <classifier for surfaces, tables, postcards, etc.>",s,
223,張,zhāng,"spread, sheet of paper, <classifier for surfaces, tables, postcards, etc.>",t,
223,紧张,zhāng," jǐnzhāng tense, nervous",s,
223,紧张,zhāng,"紧张 jǐnzhāng tense, nervous",t,
224,活,huó,"live, alive, living, vivid, save someone's life",s,
224,活,huó,"live, alive, living, vivid, save someone's life",t,
224,生活,huó, shēnghuó life,s,
224,生活,huó,生活 shēnghuó life,t,
224,活动,huó, huódòng activity,s,
224,活动,huó,活动 huódòng activity,t,
225,难,nán,difficult,s,
225,難,nán,difficult,t,
225,难,nàn,disaster,s,
225,難,nàn,disaster,t,
226,神,shén,"spirit, god",s,
226,神,shén,"spirit, god",t,
226,精神,shén," jīngshén spirit, mind, consciousness, essence",s,
226,精神,shén,"精神 jīngshén spirit, mind, consciousness, essence",t,
227,数,shù,"number, number, figure, fate, plan",s,
227,數,shù,"number, number, figure, fate, plan",t,
227,数学,shù, shùxué math,s,
227,数学,shù,数学 shùxué math,t,
227,数,shǔ,"count, enumerate, list",s,
227,數,shǔ,"count, enumerate, list",t,
227,数,shuò,"frequently, repeatedly",s,
227,數,shuò,"frequently, repeatedly",t,
228,件,jiàn,"item, correspondence, document, <classifier for articles and items>",s,
228,件,jiàn,"item, correspondence, document, <classifier for articles and items>",t,
228,条件,jiàn," tiáojiàn term, condition",s,
228,条件,jiàn,"条件 tiáojiàn term, condition",t,
229,安,ān,"still, quiet",s,
229,安,ān,"still, quiet",t,
229,安全,ān," ānquán safe, secure",s,
229,安全,ān,"安全 ānquán safe, secure",t,
229,安排,ān," ānpái arrange, plan, fix up",s,
229,安排,ān,"安排 ānpái arrange, plan, fix up",t,
230,錶,biǎo,(wrist-,t,
230,表,biǎo,"show, list, table, form, meter, (F 錶) (wrist-)watch",s,
230,表,biǎo,"show, list, table, form, meter)watch",t,
231,原,yuán,"originally, simple, <family name>",s,
231,原,yuán,"originally, simple, <family name>",t,
231,原来,yuán," yuánlái original, formerly, as a matter of fact",s,
231,原来,yuán,"原来 yuánlái original, formerly, as a matter of fact",t,
231,原因,yuán," yuányīn cause, reason",s,
231,原因,yuán,"原因 yuányīn cause, reason",t,
232,车,chē,"car, vehicle with wheels, <family name>",s,
232,車,chē,"car, vehicle with wheels, <family name>",t,
232,车,jū,(a piece in Chinese chess){Compare with 东 dōng east},s,
232,車,jū,(a piece in Chinese chess){Compare with 东 dōng east},t,
233,白,bái,white,s,
233,白,bái,white,t,
233,明白,bái," míngbai understand, realize, clear, obvious",s,
233,明白,bái,"明白 míngbai understand, realize, clear, obvious",t,
233,白天,bái, báitiān daytime,s,
233,白天,bái,白天 báitiān daytime,t,
233,白菜,bái, báicài cabbage,s,
233,白菜,bái,白菜 báicài cabbage,t,
233,李白 Lǐ Bó = Lǐ Bái{Compare with 自 zì self and 百,bó, bǎi hundred},s,
233,李白 Lǐ Bó = Lǐ Bái{Compare with 自 zì self and 百,bó,李白 Lǐ Bó = Lǐ Bái{Compare with 自 zì self and 百 bǎi hundred},t,
234,应,yīng,"promise, answer, respond, <family name>, (=应该 yīnggāi) should, ought to",s,
234,應,yīng,"promise, answer, respond, <family name>, (=应该 yīnggāi) should, ought to",t,
234,应用,yìng, yìngyòng apply,s,
234,应用,yìng,应用 yìngyòng apply,t,
235,路,lù,"path, way, journey, distance, means, sequence, logic, sort, grade, class, <family name>, (=道路 dàolù) road",s,
235,路,lù,"path, way, journey, distance, means, sequence, logic, sort, grade, class, <family name>, (=道路 dàolù) road",t,
236,期,qī,"phase, stage, <classifier for issues of periodicals>, (=时期 shíqī) time period",s,
236,期,qī,"phase, stage, <classifier for issues of periodicals>, (=时期 shíqī) time period",t,
236,班期,qī," bānqī schedule, time table",s,
236,班期,qī,"班期 bānqī schedule, time table",t,
236,星期,qī, xīngqīweek,s,
236,星期,qī,星期 xīngqīweek,t,
236,长期,qī, chángqī long term,s,
236,长期,qī,长期 chángqī long term,t,
236,期,jī,anniversary,s,
236,期,jī,anniversary,t,
237,叫,jiào,"cry out, call",s,
237,叫,jiào,"cry out, call",t,
237,叫做,jiào," jiàozuò be called, be known as",s,
237,叫做,jiào,"叫做 jiàozuò be called, be known as",t,
238,死,sǐ,"die, death",s,
238,死,sǐ,"die, death",t,
239,常,cháng,"often, constant, ordinary, <family name>",s,
239,常,cháng,"often, constant, ordinary, <family name>",t,
239,非常,cháng, fēicháng extremely,s,
239,非常,cháng,非常 fēicháng extremely,t,
240,提,tí,"lift, raise, pick up, carry",s,
240,提,tí,"lift, raise, pick up, carry",t,
240,提高,tí, tígāo improve,s,
240,提高,tí,提高 tígāo improve,t,
240,提供,tí, tígōng provide,s,
240,提供,tí,提供 tígōng provide,t,
240,提防,dī, dīfang take precautions or be on guard against,s,
240,提防,dī,提防 dīfang take precautions or be on guard against,t,
241,感,gǎn,"(=感觉 gǎnjué) feel, (=感情 gǎnqíng) emotion",s,
241,感,gǎn,"(=感觉 gǎnjué) feel, (=感情 gǎnqíng) emotion",t,
242,金,jīn,"(=金子 jīnzi) gold, (=金属 jīnshǔ) metals in general",s,
242,金,jīn,"(=金子 jīnzi) gold, (=金属 jīnshǔ) metals in general",t,
243,何,hé,"what?, where?, how?, <family name>",s,
243,何,hé,"what?, where?, how?, <family name>",t,
243,任何,hé, rènhé any,s,
243,任何,hé,任何 rènhé any,t,
243,如何,hé, rúhé how?,s,
243,如何,hé,如何 rúhé how?,t,
243,几何,hé, jǐhé geometry,s,
243,几何,hé,几何 jǐhé geometry,t,
244,更,gèng,"more, still/even more, furthermore",s,
244,更,gèng,"more, still/even more, furthermore",t,
244,更,gēng,"replace, transform, night watch",s,
244,更,gēng,"replace, transform, night watch",t,
244,"更改 gēnggǎi) change, alter{Compare with 吏 lì official and 便",gēng, biàn convenient},s,
244,"更改 gēnggǎi) change, alter{Compare with 吏 lì official and 便",gēng,"(=更改 gēnggǎi) change, alter{Compare with 吏 lì official and 便 biàn convenient}",t,
245,反,fǎn,"turn over, return, revolt, (=反对 fǎnduì) oppose, combat",s,
245,反,fǎn,"turn over, return, revolt, (=反对 fǎnduì) oppose, combat",t,
245,反映,fǎn, fǎnyìng reflect,s,
245,反映,fǎn,反映 fǎnyìng reflect,t,
245,"反反 bǎnbǎn proper, fitting{Compare with 友",bǎn, yǒu friend},s,
245,"反反 bǎnbǎn proper, fitting{Compare with 友",bǎn,"反反 bǎnbǎn proper, fitting{Compare with 友 yǒu friend}",t,
246,合,hé,"close, shut, accord with, conform to, be equal to, together, jointly, <classifier for rounds>, (=结合 jiéhé) combine",s,
246,合,hé,"close, shut, accord with, conform to, be equal to, together, jointly, <classifier for rounds>, (=结合 jiéhé) combine",t,
246,合作,hé, hézuò cooperate,s,
246,合作,hé,合作 hézuò cooperate,t,
246,合,gě,decilitre,s,
246,合,gě,decilitre,t,
247,放,fàng,"put, release, set free, give out, expand, blossom, bloom, lend (money) at interest",s,
247,放,fàng,"put, release, set free, give out, expand, blossom, bloom, lend (money) at interest",t,
247,解放,fàng," jiěfàng liberate, emancipate",s,
247,解放,fàng,"解放 jiěfàng liberate, emancipate",t,
248,做,zuò,"do, act, make, produce, write, compose, <slang> to have sex",s,
248,做,zuò,"do, act, make, produce, write, compose, <slang> to have sex",t,
248,叫做,zuò," jiàozuò be called, be known as",s,
248,叫做,zuò,"叫做 jiàozuò be called, be known as",t,
248,"做法 zuòfǎ method,way of doing{Sometimes replaceable with 作",zuò, zuò do},s,
248,"做法 zuòfǎ method,way of doing{Sometimes replaceable with 作",zuò,"做法 zuòfǎ method,way of doing{Sometimes replaceable with 作 zuò do}",t,
249,係,xì,(=联系 liánxì,t,
249,系,xì,"series, department, faculty, (=系统 xìtǒng) system, (F 係) (=联系 liánxì) integrate, relate to",s,
249,系,xì,"series, department, faculty, (=系统 xìtǒng) system) integrate, relate to",t,
249,繫,xì,tie,t,
249,关系,xì," guānxi concern, affect,matter, (F 繫) tie, fasten, feel anxious, be concerned",s,
249,关系,xì,"关系 guānxi concern, affect,matter, fasten, feel anxious, be concerned",t,
249,繫,jì,tie,t,
249,系,jì,"(F 繫) tie, bind",s,
249,系,jì,"(F 繫) tie, bind",t,
250,计,jì,"(=计算 jìsuàn) count, calculate, plot, plan, <family name>",s,
250,計,jì,"(=计算 jìsuàn) count, calculate, plot, plan, <family name>",t,
250,统计,jì, tǒngjì statistics,s,
250,统计,jì,统计 tǒngjì statistics,t,
251,或,huò,"(=或者 huòzhě) or, (=或许 huòxǔ) perhaps, mayby, (=可能 kěnéng) probably{Compare with 國=国 guó country}",s,
251,或,huò,"(=或者 huòzhě) or, (=或许 huòxǔ) perhaps, mayby, (=可能 kěnéng) probably{Compare with 國=国 guó country}",t,
252,司,sī,"公司 gōngsī company, corporation",s,
252,司,sī,"公司 gōngsī company, corporation",t,
252,司令,sī, sīlìng commander,s,
252,司令,sī,司令 sīlìng commander,t,
253,利,lì,"(=利益 lìyì) interest, benefit, profit, <family name>",s,
253,利,lì,"(=利益 lìyì) interest, benefit, profit, <family name>",t,
253,利用,lì, lìyòng utilize,s,
253,利用,lì,利用 lìyòng utilize,t,
253,胜利,lì, shènglì triumph,s,
253,胜利,lì,胜利 shènglì triumph,t,
253,意大利,lì, Yìdàlì Italy,s,
253,意大利,lì,意大利 Yìdàlì Italy,t,
254,受,shòu,"receive, endure, (=接受 jiēshòu) accept",s,
254,受,shòu,"receive, endure, (=接受 jiēshòu) accept",t,
254,难受,shòu, nánshòu unhappy,s,
254,难受,shòu,难受 nánshòu unhappy,t,
255,光,guāng,"light, merely",s,
255,光,guāng,"light, merely",t,
255,阳光,guāng, yángguāng sunlight,s,
255,阳光,guāng,阳光 yángguāng sunlight,t,
255,光荣,guāng, guāngróng glory,s,
255,光荣,guāng,光荣 guāngróng glory,t,
256,王,wáng,king,s,
256,王,wáng,king,t,
256,王国,wáng," wángguó kingdom, realm, domain",s,
256,王国,wáng,"王国 wángguó kingdom, realm, domain",t,
256,rule{Compare with 主 zhǔ lord and 玉,wàng, yù jade},s,
256,rule{Compare with 主 zhǔ lord and 玉,wàng,(rare) rule{Compare with 主 zhǔ lord and 玉 yù jade},t,
257,果,guǒ,"fruit, surely, truly, as expected, (=结果 jiéguǒ) result, consequence, outcome",s,
257,果,guǒ,"fruit, surely, truly, as expected, (=结果 jiéguǒ) result, consequence, outcome",t,
257,如果,guǒ, rúguǒ if,s,
257,如果,guǒ,如果 rúguǒ if,t,
258,亲,qīn,"close relative, kiss",s,
258,親,qīn,"close relative, kiss",t,
258,母亲,qīn, mùqin mother,s,
258,母亲,qīn,母亲 mùqin mother,t,
258,父亲,qīn, fùqin father,s,
258,父亲,qīn,父亲 fùqin father,t,
258,亲自,qīn,qīnzì in person,s,
258,亲自,qīn,亲自qīnzì in person,t,
258,亲家,qìng, qìngjia relatives by marriage,s,
258,亲家,qìng,亲家 qìngjia relatives by marriage,t,
259,界,jiè,"(=界限 jièxiàn) boundary, limit",s,
259,界,jiè,"(=界限 jièxiàn) boundary, limit",t,
259,世界,jiè, shìjiè world,s,
259,世界,jiè,世界 shìjiè world,t,
259,不搭界,gā," bù dāgā have no relation, have nothing to do with",s,
259,不搭界,gā,"不搭界 bù dāgā have no relation, have nothing to do with",t,
259,半间不界,gà," bàn'gānbùgà neither this nor that, inexplicit, equivocal, mediocre",s,
259,半间不界,gà,"半间不界 bàn'gānbùgà neither this nor that, inexplicit, equivocal, mediocre",t,
260,及,jí,"reach, come up to, and, in, on, to",s,
260,及,jí,"reach, come up to, and, in, on, to",t,
260,以及,jí, yǐjí as well as,s,
260,以及,jí,以及 yǐjí as well as,t,
260,及时,jí, jíshí promptly,s,
260,及时,jí,及时 jíshí promptly,t,
261,今,jīn,"now, this",s,
261,今,jīn,"now, this",t,
261,今天,jīn, jīntiān today,s,
261,今天,jīn,今天 jīntiān today,t,
262,京,jīng,"capital city, (=北京 Běijīng) short for Beijing",s,
262,京,jīng,"capital city, (=北京 Běijīng) short for Beijing",t,
262,南京,jīng, Nánjīng,s,
262,南京,jīng,南京 Nánjīng,t,
